station,valid,lon,lat,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar
ZMUB,2020-10-20 03:30,106.7666,47.8431,23.00,14.00,67.96,340.00,21.38,0.00,29.91,M,4.97,31.10,BKN,M,M,M,3000.00,M,M,M,-SN BLSN,M,M,M,M,M,M,6.72,ZMUB 200330Z 34011G16MPS 8000NW -SN BLSN BKN030 M05/M10 Q1013 NOSIG RMK QFE652.3 64 NW MO
ZBYN,2020-10-20 03:30,112.5500,37.7833,57.20,32.00,38.26,M,1.94,0.00,30.24,M,3.73,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZBYN 200330Z VRB01MPS 6000 NSC 14/00 Q1024 NOSIG
ZGGG,2020-10-20 03:30,113.3008,23.3964,77.00,57.20,50.43,350.00,7.78,0.00,30.03,M,6.21,M,SCT,M,M,M,3300.00,M,M,M,M,M,M,M,M,M,M,M,ZGGG 200330Z 35004MPS 300V030 9999 SCT033 25/14 Q1017 NOSIG
ZBAA,2020-10-20 03:30,116.5870,40.0741,60.80,44.60,55.12,110.00,3.89,0.00,30.18,M,2.30,M,NSC,M,M,M,M,M,M,M,HZ,M,M,M,M,M,M,M,ZBAA 200330Z 11002MPS 050V190 3700 HZ NSC 16/07 Q1022 NOSIG
ZBTJ,2020-10-20 03:30,117.3462,39.1243,68.00,44.60,42.85,200.00,11.66,0.00,30.18,M,2.49,M,NSC,M,M,M,M,M,M,M,HZ,M,M,M,M,M,M,M,ZBTJ 200330Z 20006MPS 4000 HZ NSC 20/07 Q1022 NOSIG
ZYTL,2020-10-20 03:30,121.6333,38.9000,69.80,41.00,35.09,210.00,13.61,0.00,30.27,M,5.59,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZYTL 200330Z 21007MPS 9000 NSC 21/05 Q1025 NOSIG
ZYTX,2020-10-20 03:30,123.4000,41.8000,69.80,44.60,40.29,210.00,15.55,0.00,30.18,M,3.11,M,NSC,M,M,M,M,M,M,M,HZ,M,M,M,M,M,M,M,ZYTX 200330Z 21008MPS 5000 HZ NSC 21/07 Q1022 NOSIG
ZSHC,2020-10-20 03:30,120.1667,30.2333,71.60,53.60,53.03,50.00,7.78,0.00,30.24,M,6.21,M,BKN,M,M,M,4000.00,M,M,M,M,M,M,M,M,M,M,M,ZSHC 200330Z 05004MPS 320V090 9999 BKN040 22/12 Q1024 NOSIG
ZSSS,2020-10-20 03:30,121.3363,31.1979,73.40,51.80,46.71,80.00,7.78,0.00,30.24,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZSSS 200330Z 08004MPS 030V110 CAVOK 23/11 Q1024 NOSIG
ZSPD,2020-10-20 03:30,121.7667,31.1167,71.60,53.60,53.03,60.00,11.66,0.00,30.24,M,6.21,M,FEW,M,M,M,4000.00,M,M,M,M,M,M,M,M,M,M,M,ZSPD 200330Z 06006MPS 020V090 9999 FEW040 22/12 Q1024 NOSIG
ZWWW,2020-10-20 03:30,87.4742,43.9071,59.00,23.00,24.76,M,1.94,0.00,30.30,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZWWW 200330Z VRB01MPS CAVOK 15/M05 Q1026 NOSIG
ZBAD,2020-10-20 03:30,116.4106,39.5092,60.80,46.40,59.01,190.00,5.83,0.00,30.18,M,2.17,M,NSC,M,M,M,M,M,M,M,HZ,M,M,M,M,M,M,M,ZBAD 200330Z 19003MPS 150V240 3500 HZ NSC 16/08 Q1022 NOSIG
ZWSH,2020-10-20 04:00,75.9833,39.4667,60.80,19.40,19.94,M,5.83,0.00,30.39,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZWSH 200400Z VRB03MPS CAVOK 16/M07 Q1029 NOSIG
ZGHA,2020-10-20 04:00,112.8667,28.2333,68.00,59.00,72.92,M,3.89,0.00,30.21,M,4.35,M,OVC,M,M,M,5000.00,M,M,M,M,M,M,M,M,M,M,M,ZGHA 200400Z VRB02MPS 7000 OVC050 20/15 Q1023 NOSIG
ZBYN,2020-10-20 04:00,112.5500,37.7833,57.20,32.00,38.26,190.00,3.89,0.00,30.21,M,3.73,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZBYN 200400Z 19002MPS 110V240 6000 NSC 14/M00 Q1023 NOSIG
ZGGG,2020-10-20 04:00,113.3008,23.3964,78.80,57.20,47.52,10.00,7.78,0.00,30.03,M,6.21,M,SCT,M,M,M,3300.00,M,M,M,M,M,M,M,M,M,M,M,ZGGG 200400Z 01004MPS 340V040 9999 SCT033 26/14 Q1017 NOSIG
ZGKL,2020-10-20 04:00,110.3000,25.3333,71.60,55.40,56.63,50.00,11.66,0.00,30.18,M,6.21,M,FEW,BKN,M,M,2600.00,7300.00,M,M,M,M,M,M,M,M,M,M,ZGKL 200400Z 05006MPS 9999 FEW026 BKN073 22/13 Q1022 NOSIG
ZGOW,2020-10-20 04:00,116.6833,23.4000,82.40,64.40,54.55,M,3.89,0.00,29.97,M,6.21,M,FEW,M,M,M,3300.00,M,M,M,M,M,M,M,M,M,M,83.98,ZGOW 200400Z VRB02MPS 9999 FEW033 28/18 Q1015 NOSIG
ZHHH,2020-10-20 04:00,114.1300,30.6200,64.40,57.20,77.45,280.00,3.89,0.00,30.21,M,3.73,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZHHH 200400Z 28002MPS 240V330 6000 NSC 18/14 Q1023 NOSIG
ZJHK,2020-10-20 04:00,110.4590,19.9349,77.00,69.80,78.48,50.00,15.55,0.00,29.97,M,6.21,M,BKN,OVC,M,M,2000.00,3000.00,M,M,M,M,M,M,M,M,M,M,ZJHK 200400Z 05008MPS 9999 BKN020 OVC030 25/21 Q1015 NOSIG
ZJSY,2020-10-20 04:00,109.4123,18.3029,84.20,73.40,70.08,80.00,13.61,0.00,29.88,M,6.21,M,SCT,SCT,M,M,2600.00,3000.00,M,M,M,M,M,M,M,M,M,90.94,ZJSY 200400Z 08007MPS 9999 SCT026 SCT030 29/23 Q1012 NOSIG
ZUGY,2020-10-20 04:00,106.7333,26.5833,46.40,44.60,93.40,340.00,5.83,0.00,30.33,M,3.11,M,SCT,BKN,OVC,M,500.00,1500.00,3600.00,M,-RA BR,M,M,M,M,M,M,42.97,ZUGY 200400Z 34003MPS 300V010 5000 -RA BR SCT005 BKN015 OVC036 08/07 Q1027 NOSIG
ZGSZ,2020-10-20 04:00,114.1000,22.5500,78.80,62.60,57.60,30.00,9.72,0.00,30.00,M,6.21,M,BKN,M,M,M,3600.00,M,M,M,M,M,M,M,M,M,M,M,ZGSZ 200400Z 03005MPS 360V070 9999 BKN036 26/17 Q1016 NOSIG
ZHCC,2020-10-20 04:00,113.6500,34.7167,66.20,48.20,52.25,190.00,5.83,0.00,30.24,M,3.73,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZHCC 200400Z 19003MPS 130V240 6000 NSC 19/09 Q1024 NOSIG
ZGNN,2020-10-20 04:00,108.2167,22.6333,71.60,57.20,60.44,350.00,7.78,0.00,30.09,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZGNN 200400Z 35004MPS 300V030 CAVOK 22/14 Q1019 NOSIG
ZBAA,2020-10-20 04:00,116.5870,40.0741,62.60,44.60,51.72,160.00,5.83,0.00,30.15,M,2.30,M,NSC,M,M,M,M,M,M,M,HZ,M,M,M,M,M,M,M,ZBAA 200400Z 16003MPS 120V200 3700 HZ NSC 17/07 Q1021 NOSIG
ZBHH,2020-10-20 04:00,111.6833,40.8167,55.40,23.00,28.20,240.00,5.83,0.00,30.12,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZBHH 200400Z 24003MPS 170V280 CAVOK 13/M05 Q1020 BECMG TL0530 25008MPS
ZBSJ,2020-10-20 04:00,114.6973,38.2807,62.60,48.20,59.26,120.00,3.89,0.00,30.15,M,1.74,M,NSC,M,M,M,M,M,M,M,HZ,M,M,M,M,M,M,M,ZBSJ 200400Z 12002MPS 090V150 2800 HZ NSC 17/09 Q1021 BECMG TL0430 3000
ZBTJ,2020-10-20 04:00,117.3462,39.1243,68.00,44.60,42.85,190.00,11.66,0.00,30.18,M,3.11,M,NSC,M,M,M,M,M,M,M,HZ,M,M,M,M,M,M,M,ZBTJ 200400Z 19006MPS 5000 HZ NSC 20/07 Q1022 NOSIG
ZYTL,2020-10-20 04:00,121.6333,38.9000,69.80,42.80,37.61,230.00,11.66,0.00,30.27,M,5.59,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZYTL 200400Z 23006MPS 200V260 9000 NSC 21/06 Q1025 NOSIG
ZYTX,2020-10-20 04:00,123.4000,41.8000,71.60,44.60,37.89,230.00,19.44,0.00,30.15,M,3.11,M,NSC,M,M,M,M,M,M,M,HZ,M,M,M,M,M,M,M,ZYTX 200400Z 23010MPS 200V260 5000 HZ NSC 22/07 Q1021 NOSIG
ZLLL,2020-10-20 04:00,103.7500,36.0200,51.80,15.80,23.65,180.00,7.78,0.00,30.45,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZLLL 200400Z 18004MPS 150V220 CAVOK 11/M09 Q1031 NOSIG
ZLXY,2020-10-20 04:00,108.7516,34.4471,62.60,51.80,67.75,230.00,5.83,0.00,30.27,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZLXY 200400Z 23003MPS 200V260 CAVOK 17/11 Q1025 NOSIG
ZSAM,2020-10-20 04:00,118.0833,24.4833,77.00,60.80,57.36,30.00,13.61,0.00,30.00,M,6.21,M,BKN,M,M,M,3600.00,M,M,M,M,M,M,M,M,M,M,M,ZSAM 200400Z 03007MPS 9999 BKN036 25/16 Q1016 NOSIG
ZPPP,2020-10-20 04:00,102.6833,25.0167,51.80,51.80,100.00,10.00,5.83,0.00,30.33,M,3.11,M,SCT,SCT,OVC,M,300.00,1600.00,3000.00,M,-RA BR,M,M,M,M,M,M,M,ZPPP 200400Z 01003MPS 290V060 5000 -RA BR SCT003 SCT016 OVC030 11/11 Q1027 NOSIG
ZSFZ,2020-10-20 04:00,119.2833,26.0833,71.60,59.00,64.48,30.00,21.38,0.00,30.06,M,6.21,M,BKN,M,M,M,2700.00,M,M,M,M,M,M,M,M,M,M,M,ZSFZ 200400Z 03011MPS 9999 BKN027 22/15 Q1018 NOSIG
ZSHC,2020-10-20 04:00,120.1667,30.2333,71.60,53.60,53.03,50.00,7.78,0.00,30.21,M,6.21,17.49,BKN,M,M,M,4000.00,M,M,M,M,M,M,M,M,M,M,M,ZSHC 200400Z 05004G09MPS 360V100 9999 BKN040 22/12 Q1023 NOSIG
ZSNB,2020-10-20 04:00,121.4619,29.8267,73.40,59.00,60.67,20.00,9.72,0.00,30.21,M,6.21,M,BKN,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,M,ZSNB 200400Z 02005MPS 9999 BKN030 23/15 Q1023 NOSIG
ZSOF,2020-10-20 04:00,117.2984,31.7800,64.40,50.00,59.50,110.00,7.78,0.00,30.21,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZSOF 200400Z 11004MPS 080V140 CAVOK 18/10 Q1023 NOSIG
ZSQD,2020-10-20 04:00,120.3333,36.0667,69.80,48.20,46.16,180.00,9.72,0.00,30.27,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZSQD 200400Z 18005MPS CAVOK 21/09 Q1025 NOSIG
ZSSS,2020-10-20 04:00,121.3363,31.1979,73.40,53.60,49.90,30.00,9.72,0.00,30.24,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZSSS 200400Z 03005MPS 360V070 CAVOK 23/12 Q1024 NOSIG
ZUCK,2020-10-20 04:00,106.4800,29.5200,59.00,53.60,82.25,10.00,7.78,0.00,30.33,M,6.21,M,FEW,SCT,M,M,1700.00,4300.00,M,M,M,M,M,M,M,M,M,M,ZUCK 200400Z 01004MPS 9999 FEW017 SCT043 15/12 Q1027 NOSIG
ZSNJ,2020-10-20 04:00,118.8667,31.7333,69.80,50.00,49.37,90.00,7.78,0.00,30.24,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZSNJ 200400Z 09004MPS 060V120 CAVOK 21/10 Q1024 NOSIG
ZSPD,2020-10-20 04:00,121.7667,31.1167,71.60,53.60,53.03,50.00,9.72,0.00,30.24,M,6.21,M,SCT,M,M,M,4000.00,M,M,M,M,M,M,M,M,M,M,M,ZSPD 200400Z 05005MPS 010V090 9999 SCT040 22/12 Q1024 NOSIG
ZUUU,2020-10-20 04:00,104.0167,30.6667,59.00,57.20,93.74,360.00,3.89,0.00,30.36,M,6.21,M,SCT,BKN,M,M,1200.00,3000.00,M,M,-RA,M,M,M,M,M,M,M,ZUUU 200400Z 36002MPS 320V040 9999 -RA SCT012 BKN030 15/14 Q1028 NOSIG
ZWWW,2020-10-20 04:00,87.4742,43.9071,60.80,19.40,19.94,M,1.94,0.00,30.27,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZWWW 200400Z VRB01MPS CAVOK 16/M07 Q1025 NOSIG
ZYCC,2020-10-20 04:00,125.2167,43.9000,66.20,39.20,37.03,200.00,15.55,0.00,30.09,M,3.11,M,NSC,M,M,M,M,M,M,M,HZ,M,M,M,M,M,M,M,ZYCC 200400Z 20008MPS 160V240 5000 HZ NSC 19/04 Q1019 NOSIG
ZYHB,2020-10-20 04:00,126.5800,46.0200,66.20,42.80,42.57,190.00,17.49,0.00,30.03,M,3.73,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZYHB 200400Z 19009MPS 6000 NSC 19/06 Q1017 NOSIG
ZBAD,2020-10-20 04:00,116.4106,39.5092,62.60,46.40,55.37,220.00,5.83,0.00,30.15,M,2.17,M,NSC,M,M,M,M,M,M,M,HZ,M,M,M,M,M,M,M,ZBAD 200400Z 22003MPS 170V250 3500 HZ NSC 17/08 Q1021 NOSIG
ZMUB,2020-10-20 04:00,106.7666,47.8431,24.80,14.00,63.03,340.00,23.33,0.00,29.91,M,4.97,M,BKN,M,M,M,3000.00,M,M,M,-SN BLSN,M,M,M,M,M,M,8.54,ZMUB 200400Z 34012MPS 8000NW -SN BLSN BKN030 M04/M10 Q1013 NOSIG RMK QFE653.2 62 NW MO
ZMUB,2020-10-20 04:30,106.7666,47.8431,24.80,12.20,58.22,350.00,19.44,0.00,29.94,M,4.97,M,BKN,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,9.76,ZMUB 200430Z 35010MPS 310V010 8000NW BKN030 M04/M11 Q1014 NOSIG RMK QFE653.5 54 NW MO
ZBYN,2020-10-20 04:30,112.5500,37.7833,59.00,32.00,35.87,180.00,3.89,0.00,30.21,M,3.11,M,NSC,M,M,M,M,M,M,M,HZ,M,M,M,M,M,M,M,ZBYN 200430Z 18002MPS 150V220 5000 HZ NSC 15/00 Q1023 NOSIG
ZGGG,2020-10-20 04:30,113.3008,23.3964,78.80,57.20,47.52,10.00,9.72,0.00,30.00,M,6.21,M,SCT,M,M,M,3300.00,M,M,M,M,M,M,M,M,M,M,M,ZGGG 200430Z 01005MPS 310V060 9999 SCT033 26/14 Q1016 NOSIG
ZBAA,2020-10-20 04:30,116.5870,40.0741,62.60,42.80,48.28,150.00,5.83,0.00,30.15,M,2.30,M,NSC,M,M,M,M,M,M,M,HZ,M,M,M,M,M,M,M,ZBAA 200430Z 15003MPS 110V190 3700 HZ NSC 17/06 Q1021 NOSIG
ZBTJ,2020-10-20 04:30,117.3462,39.1243,69.80,46.40,43.13,190.00,11.66,0.00,30.15,M,3.11,M,NSC,M,M,M,M,M,M,M,HZ,M,M,M,M,M,M,M,ZBTJ 200430Z 19006MPS 160V220 5000 HZ NSC 21/08 Q1021 NOSIG
